,TPM,Gene Heterogeneity,log10TPM,htg.qtl
PDAP1,52.486316813938664,0.6996103511833366,1.7200460975632283,0.75
ATP5MF-PTCD1,17.67808452482269,0.5702425565513666,1.2474352060748766,0.25
ATP5MF,525.9164663864116,0.5783624576142725,2.720916768738541,0.25
COPS6,237.42147803338293,0.7409086282715724,2.3755200042961384,1.0
MCM7,175.4252313428344,0.7097250840720356,2.2440920579290853,1.0
LAMTOR4,129.56820008211616,0.6055525713796006,2.112498425736102,0.25
GNB2,127.12697894021817,0.6791619128370554,2.1042377264903087,0.5
GIGYF1,8.846080494466097,0.649066563856689,0.9467508868924362,0.25
POP7,304.859056301014,0.7051594496983686,2.484099100926372,1.0
TRIP6,160.7293109190004,0.7380284706134436,2.206095082797046,1.0
ZNHIT1,231.51271633591818,0.7057194658788299,2.364574850571446,1.0
FIS1,134.03385423507058,0.641429571903966,2.127214506204516,0.25
ARF5,339.124778292495,0.6883233102276812,2.530359522843733,0.75
SND1,34.11560623308717,0.6749946436874549,1.532953093081709,0.5
ATP6V1F,288.0069763551888,0.7367366820204813,2.45940300774488,1.0
PODXL,53.866867556649574,0.7053390727081741,1.7313217213707928,1.0
AKR1B1,175.56022746142284,0.7164964144107112,2.2444261348590646,1.0
CALD1,27.44697614854212,0.6868344596223053,1.4384945049121594,0.75
MTPN,43.26111391826829,0.7225492139694293,1.6360976977736448,1.0
NDUFB2,159.60469854435325,0.6787459247947416,2.2030456722393335,0.5
SSBP1,296.8118013066059,0.6973554071099479,2.4724811646004072,0.75
ZYX,123.38216921366643,0.6695628476456927,2.0912524014181235,0.5
RARRES2,681.903356934362,0.5794913824898109,2.8337228284333134,0.25
FDFT1,173.00276751708898,0.6661158201659996,2.2380530505726495,0.5
PDLIM2,61.607336116789824,0.6780754017516994,1.7896324304329085,0.5
DPYSL2,43.97942462735207,0.563155276660309,1.6432495432876046,0.25
CLU,47.612421520738714,0.683169459788546,1.6777202698246716,0.5
RBPMS,100.59846211019358,0.6945143309370039,2.002591341533409,0.75
EIF4EBP1,724.0236594536461,0.6805247001807262,2.859752758189242,0.5
FGFR1,67.05215763762052,0.7111311069712029,1.826412757355939,1.0
SFRP1,171.40822373352148,0.6908837488475876,2.2340316544390544,0.75
PRKDC,37.14821658330859,0.6905332980792421,1.5699379689278312,0.75
TCEA1,68.01113611517414,0.6722459492230947,1.832580029726782,0.5
RPS20,803.8925515363088,0.40268490906137794,2.9051980047269215,0.25
UBXN2B,14.674450871600564,0.6810305902831112,1.1665618586149988,0.5
TERF1,153.6261762885757,0.6933949694327289,2.1864652212236027,0.75
RPL7,1882.529194623492,0.6098522774259343,3.274741720047011,0.25
ELOC,42.49573157430981,0.7113199009897765,1.6283453101251486,1.0
FABP5,210.83779657678838,0.6811229683845605,2.3239484688427563,0.5
UQCRB,120.42363100345362,0.700679776184776,2.0807117178801793,0.75
LAPTM4B,90.71982373204374,0.7034171510771865,1.9577021977186384,1.0
RPL30,1818.5665620810087,0.5707533454697011,3.2597292014674157,0.25
COX6C,534.0909314127554,0.6971706043309106,2.727615203936493,0.75
PABPC1,329.069062779061,0.6967206861118175,2.5172870542910264,0.75
EIF3E,23.443382795573672,0.6907173560477591,1.370020278994983,0.75
ENY2,40.55512543958547,0.6807743337328453,1.6080457490394882,0.5
EIF3H,101.46241210564207,0.6903330416506283,2.006305182756843,0.75
NDUFB9,91.25474890697687,0.7183671162234762,1.960255474448291,1.0
SQLE,32.81633846960169,0.6839035152566652,1.5160901223856467,0.5
EEF1D,220.80366861456645,0.6853065257309157,2.344006284844419,0.5
PUF60,109.15301075335603,0.7077360251663148,2.038035719298806,1.0
CYC1,589.2140422614423,0.7002103005095432,2.7702730884828592,0.75
MAF1,111.90599314086731,0.6924794108855176,2.0488533458519456,0.75
BOP1,61.83929218119628,0.6663399724243879,1.791264509960076,0.5
HSF1,65.47142147126775,0.7099079854975384,1.8160517701327208,1.0
CPSF1,34.06362705261735,0.6975242538312366,1.5322908892246787,0.75
RPL8,5362.4624118523225,0.4746376862278504,3.729364261018919,0.25
DMAC1,54.03522558594791,0.701616196187226,1.7326769688977521,1.0
PSIP1,67.46241546449839,0.6980883416877148,1.8290618868698256,0.75
RPS6,1870.4287376684526,0.5441386536999687,3.271941166462629,0.25
NDUFB6,70.92971200483157,0.6891446602599082,1.8508281964907642,0.75
DNAJA1,78.5615439517965,0.6741652641709679,1.895210009951457,0.5
VCP,83.98651800451532,0.704253565203653,1.924209576226519,1.0
STOML2,310.82432655925214,0.7070004820817667,2.492515001367639,1.0
CLTA,60.99692293050349,0.7053504768748095,1.7853079270106151,1.0
TOMM5,46.599772937407714,0.6807138505992021,1.668383800546843,0.5
HNRNPK,81.99255811665073,0.6383119083948514,1.913774436340539,0.25
CKS2,604.1175200843907,0.6710124927460942,2.781121430938272,0.5
SEC61B,428.9759383877419,0.7077681296265024,2.6324329329341567,1.0
TXN,366.6199850047405,0.6724267552103312,2.5642161353144477,0.5
ATP6V1G1,125.4476527301681,0.712042361919125,2.0984625395775116,1.0
PSMB7,410.41917063241607,0.7078302414842518,2.613227638423018,1.0
NR6A1,180.16738532836106,0.6998865643355128,2.2556761759111232,0.75
RPL35,4040.109315389812,0.4799618862806623,3.606393116206718,0.25
ARPC5L,35.51698718388975,0.713188884542326,1.550436118567534,1.0
RPL12,3320.087292272631,0.5203170445710915,3.521149502394981,0.25
C9orf16,205.627622030755,0.6791465978877321,2.3130814531723622,0.5
SET,2628.74262028039,0.5820049854270443,3.4197480664928546,0.25
PTPA,71.70393784554923,0.6932089421198065,1.8555430069597345,0.75
AIF1L,90.28143929801044,0.7153006853026075,1.9555984741341372,1.0
RPL7A,2938.741163278939,0.6036154347812059,3.4681613362223316,0.25
MRPS2,119.51222163517738,0.630230126219106,2.077412319654984,0.25
RABL6,104.00657747763282,0.6763212653380652,2.0170608053748666,0.5
PHPT1,768.7907017084407,0.6969380815084457,2.8858081220315404,0.75
EDF1,585.8668240541488,0.688604733133598,2.767798905861839,0.75
SSNA1,240.86824299766846,0.6601966461903898,2.381779544705597,0.5
TUBB4B,397.03531508889563,0.7028678681911127,2.598829137660139,1.0
MRPL41,597.1179359832461,0.6609375632341781,2.776060116536932,0.5
GDI2,153.46784523774423,0.6849423726969217,2.1860173954571414,0.5
RBM17,60.65220073537237,0.6526684537700443,1.7828465636508748,0.25
ATP5F1C,132.54938702169497,0.6983178232809039,2.1223777236669172,0.75
CDC123,124.44004821774274,0.6970390106437508,2.094960170716122,0.75
SEPHS1,139.27819888359403,0.697790287498828,2.1438831419405924,0.75
VIM,99.56274862863782,0.70531108162381,1.998096877669105,1.0
TFAM,15.538260657838658,0.6954691678725552,1.1914024025614227,0.75
HNRNPH3,29.058356504905625,0.7114253747141869,1.463271047641468,1.0
TET1,15.902789586244305,0.6606143224304826,1.2014733127260324,0.5
DDX21,32.0960903776527,0.6972564769079697,1.5064521342484931,0.75
HK1,82.42746747359196,0.7074539015768774,1.9160719566538402,1.0
EIF4EBP2,64.30627027009257,0.6561277989660057,1.8082533214613141,0.25
PSAP,69.31243699382807,0.6876688054449741,1.8408111687124205,0.75
MRPS16,132.5451154205964,0.7180497055232394,2.122363727655917,1.0
CHCHD1,85.71878329335838,0.7097546663839481,1.9330759979655598,1.0
VDAC2,200.50431767576285,0.6910940823075385,2.3021237291884633,0.75
RPS24,441.3130216786991,0.5110294115245118,2.6447467422212,0.25
EIF5AL1,99.8735711209604,0.6732771087736945,1.9994505789681427,0.5
HELLS,20.633872914525558,0.6049569067843461,1.3145807513636367,0.25
PDLIM1,145.47847299813986,0.7048839424358321,2.162798733873174,1.0
PGAM1,421.0380025210846,0.649566520735868,2.624321296644105,0.25
SCD,118.4335984514752,0.6974530010279453,2.073474924955569,0.75
NDUFB8,314.17865318790984,0.7075330156714054,2.497176673645898,1.0
NPM3,145.26793078243867,0.6994527873119957,2.1621697504203743,0.75
NOLC1,36.441504353787344,0.699291730264661,1.5615962969250898,0.75
ATP5MD,199.42058777037101,0.6756087627456355,2.29976999195717,0.5
SMC3,34.56485687859846,0.6776218013311306,1.5386347629553647,0.5
EIF3A,51.37250105134744,0.7436724141164214,1.7107307097063944,1.0
BUB3,32.80237932274751,0.7179470037347024,1.5159053464331058,1.0
BNIP3,39.617526441259926,0.6854566672260772,1.597887356451221,0.5
ECHS1,224.76851985204416,0.6760657006485696,2.3517354856697117,0.5
PSMD13,135.7892915655717,0.6066524528325687,2.132865522541298,0.25
IFITM2,459.29239295968745,0.6834255156182354,2.6620892524656266,0.5
IFITM1,808.1985110510692,0.6960602065604199,2.9075180460040553,0.75
IFITM3,989.0454612947321,0.6757215898041485,2.995216254322842,0.5
TALDO1,184.20632198260415,0.6897760011348303,2.265304531154231,0.75
RPLP2,4841.554120001778,0.38772070152430543,3.684984790859685,0.25
POLR2L,391.60121673889455,0.6015313240002576,2.592844032523763,0.25
MRPL23,218.24672077910722,0.6957972518391902,2.3389477270248573,0.75
CD81,134.4502036384005,0.6654653185231731,2.128561464342635,0.5
NAP1L4,175.41885787319328,0.6930642341715618,2.2440762790530484,0.75
EIF3F,290.23150837579016,0.6446848940769516,2.462744558931937,0.25
RPL27A,663.2079767895968,0.4105705193423771,2.8216497410869574,0.25
EIF4G2,84.90504781337783,0.7036004127268117,1.9289335108838517,1.0
C11orf58,38.29165015748223,0.7007672172766802,1.5831040824314346,0.75
RPS13,3599.30239093537,0.5178650894918555,3.556218334899043,0.25
LDHA,293.704056785212,0.6999067615203864,2.467909945253696,0.75
NAV2,18.185981432400006,0.6633976863662728,1.2597367433436812,0.5
MDK,202.9321222273748,0.6531999209955803,2.307350797166026,0.25
ARHGAP1,76.3256558409715,0.7221599506150008,1.8826705447347507,1.0
PSMC3,158.51413708251715,0.663488736670683,2.200068000832235,0.5
NDUFS3,279.339740952323,0.7067207934173244,2.446132726064502,1.0
MTCH2,122.67643761457471,0.7316824139972196,2.0887611560714867,1.0
SSRP1,139.94292834196466,0.689068230607337,2.1459509573955464,0.75
TIMM10,406.4848776675954,0.7047428499546688,2.6090443933060268,1.0
SELENOH,394.20624296787287,0.6666761399605896,2.59572349783543,0.5
DDB1,30.54701312804958,0.6688315721640057,1.4849687515532684,0.5
TMEM258,1050.520753123436,0.5861630487643574,3.0214046363497427,0.25
FADS2,51.63766094089758,0.618851635377762,1.7129665615675,0.25
FTH1,1190.5527581916751,0.574228506101448,3.075748645506407,0.25
EEF1G,30.694078050035046,0.6504921416942387,1.4870545931228765,0.25
C11orf98,38.97641950259917,0.6927686862133351,1.590801940946697,0.75
UBXN1,69.7975341329375,0.6608004425467665,1.843840079766783,0.5
POLR2G,219.47234288721612,0.710655791824374,2.341379799802523,1.0
SLC3A2,96.77998532150623,0.6900999500329539,1.9857855519037342,0.75
PLAAT3,64.2713238781862,0.7268138823475226,1.8080172457182329,1.0
COX8A,2240.623153540625,0.5870665822440146,3.3503688194533567,0.25
OTUB1,178.02373428073201,0.710197277570471,2.250477906690971,1.0
STIP1,80.0620861521704,0.7055603630169617,1.9034269021889236,1.0
PPP1R14B,206.30837602023703,0.6838051848836734,2.3145168604769064,0.5
TRMT112,706.8759173296263,0.6525693536351013,2.8493431858641354,0.25
PRDX5,595.8908114271884,0.690161781633499,2.775166688701787,0.75
SF1,90.90076358772048,0.7083628466538614,1.958567531412733,1.0
ARL2,498.84013557929876,0.6956544400404446,2.697961388590351,0.75
FAU,1978.921135492578,0.5375202286625739,3.2964284869285483,0.25
ZNRD2,186.50433927575017,0.6623933978370398,2.2706889407108757,0.5
CFL1,748.3567708597327,0.6331597174138751,2.8741086923510695,0.25
FIBP,158.50125627750324,0.679293243169002,2.2000327087760114,0.5
CCDC85B,236.9597206190903,0.6954504577820724,2.3746745291343454,0.75
BANF1,271.0270967214028,0.672904314236707,2.433012712897636,0.5
MRPL11,150.7440623007585,0.7079202443257457,2.178240214604548,1.0
PPP1CA,265.1888799210077,0.6844603043939012,2.423555308985383,0.5
GSTP1,5511.63151155578,0.542274131305268,3.7412801744569975,0.25
NDUFV1,87.01828885998933,0.6839987716152054,1.9396105390121918,0.5
NDUFS8,772.381131527229,0.6759848218144129,2.8878316558716026,0.5
MRPL21,184.34904736153769,0.7259202710760212,2.2656408976964264,1.0
CCND1,44.92098734638194,0.6970192528767446,1.6524492933234574,0.75
CTTN,57.791589668996366,0.7002594929271175,1.761864640736982,0.75
LAMTOR1,224.899587566472,0.6718366912698707,2.351988659002686,0.5
COA4,120.41980183866565,0.6779694726949587,2.080697908202097,0.5
RPS3,3549.5610675414455,0.48612129991362407,3.5501746522859596,0.25
SERPINH1,49.430268022438995,0.6320807900332787,1.6939929653131074,0.25
NDUFC2,82.92195961038294,0.6810444184983561,1.9186695567831347,0.5
TIMM8B,319.61199488740147,0.6888545324340317,2.5046230698148473,0.75
ATP5MG,429.6414697584487,0.642673115213878,2.633106193590124,0.25
RPS25,2670.6247145049097,0.4852667610484518,3.4266128637343307,0.25
H2AX,94.94355193429331,0.6922646564111598,1.9774654750820302,0.75
HSPA8,340.3793409129933,0.6754629034876641,2.531963193011372,0.5
FKBP4,65.4150927495102,0.6788013944343871,1.8156779614987617,0.5
CCND2,34.87002605843378,0.7021081895619166,1.5424522719251526,1.0
MRPL51,385.1520668667733,0.6955808146607225,2.58563223278641,0.75
GAPDH,7613.642348405624,0.5378721437387001,3.8815924719317167,0.25
MLF2,230.3553669885054,0.6981559771889074,2.3623983352183453,0.75
TPI1,1660.4463565018468,0.6768281874823259,3.22022484955105,0.5
C12orf57,298.82426431789133,0.7084771439542933,2.475415858978443,1.0
PHB2,298.65021505629477,0.704664395969979,2.475162831816151,1.0
SLC2A3,52.86814158231056,0.6924677408329305,1.723194044380277,0.75
PHC1,94.77733656438116,0.6951173575275413,1.976704499978016,0.75
YBX3,84.15620863030593,0.6659345564554421,1.9250861616002206,0.5
H2AJ,153.22522487202335,0.6719883041051916,2.185330267391465,0.5
MGST1,166.21573472027018,0.6808181611095686,2.2206721336402255,0.5
LDHB,552.5201678879585,0.663012202865146,2.742348135103926,0.5
SINHCAF,84.25877612734135,0.7138616140684254,1.9256151466374656,1.0
H3-5,265.41634497021516,0.71046908756416,2.4239276642397756,1.0
AC073610.2,34.76715119257042,0.5553322353237231,1.54116910621291,0.25
ARF3,35.52884197012743,0.6933027136642411,1.5505810522914767,0.75
TUBA1B,790.1498422757056,0.6751051040908849,2.897709457749557,0.5
TUBA1A,221.44204869297386,0.7083569559935122,2.345260090713522,1.0
TMBIM6,100.40529004648333,0.6949401184857715,2.0017565950547493,0.75
SMARCD1,38.79249605796933,0.6901560826889451,1.5887477246716395,0.75
KRT8,126.04033425035016,0.6893061484775312,2.1005095462227663,0.75
KRT18,415.3357318845775,0.6884648913268397,2.6183992956481803,0.75
EIF4B,148.20867411648544,0.7024021273837844,2.1708736220689833,1.0
PCBP2,111.33481701240555,0.6785118190907028,2.046630999660829,0.5
ATP5MC2,635.5847480735484,0.6416655375379574,2.8031734670328707,0.25
CBX5,49.26187068350467,0.6649160582759299,1.6925108998314968,0.5
HNRNPA1,340.75718049427655,0.5797017246536497,2.5324450161316125,0.25
BLOC1S1,86.22625630303085,0.6601059116883309,1.9356395306880128,0.5
CD63,358.3893829930828,0.7174807742675061,2.554355135544175,1.0
RPS26,781.7133562403499,0.5025928250566153,2.893047532312662,0.25
PA2G4,159.54413397567714,0.7102532335128217,2.2028808409405127,1.0
RPL41,13814.803601596988,0.38075391903505856,4.140344715141131,0.25
MYL6B,74.59366510071303,0.6818512429088138,1.8727019463919132,0.5
MYL6,1030.5846357627681,0.48607994344611766,3.0130836635925635,0.25
CS,53.36685792511827,0.6776016008517456,1.7272716336457579,0.5
CNPY2,54.76014544345988,0.716592214687359,1.7384645929537013,1.0
ATP5F1B,548.6501531321114,0.6949115937446794,2.7392955047504,0.75
PTGES3,121.83015170743252,0.7316620284948568,2.085754785009665,1.0
NACA,62.64042550254718,0.695531896731686,1.7968546991262064,0.75
AC117378.1,59.428737609806625,0.6801896146037656,1.773996505036639,0.5
SHMT2,132.16584546125975,0.6915366023448785,2.1211192384768247,0.75
CDK4,96.28561620009881,0.6967820823022456,1.9835614141079432,0.75
CCT2,176.7611807887233,0.6994115095787873,2.2473868940461394,0.75
NAP1L1,53.61185604906507,0.6842539455784855,1.7292608428140734,0.5
CSRP2,120.77291741558852,0.6994560410810161,2.0819695573345784,0.75
METAP2,29.671642395836916,0.6826920927800617,1.4723415862126201,0.5
SNRPF,194.8823110459936,0.6472821066402747,2.2897724211404418,0.25
SLC25A3,373.75898592346994,0.709060523179086,2.5725916427774758,1.0
HSP90B1,84.66493930948886,0.7341301081712962,1.9277036013962214,1.0
TDG,40.461037433516694,0.688303941470223,1.6070370140224144,0.75
ARPC3,91.7911185316502,0.6856872057801924,1.9628006620368148,0.5
PPP1CC,60.54056819160759,0.6767187968382677,1.78204649262521,0.5
ERP29,80.22524638729186,0.6762873977526042,1.904311059572178,0.5
RPL6,1287.5730331664076,0.60412303846108,3.109771872277582,0.25
PEBP1,725.495176902355,0.6934324151274947,2.8606345295902185,0.75
SUDS3,16.887070414809223,0.6990048629371618,1.2275543142817023,0.75
RPLP0,4235.874547175811,0.4942440188059592,3.6269430892361822,0.25
COX6A1,1146.3968233684188,0.6558330553232816,3.0593349739738325,0.25
SRSF9,107.03784035454366,0.7000412383124903,2.029537337983852,0.75
DYNLL1,544.3492386951718,0.6697614893304769,2.735877619869966,0.5
RNF10,43.12494045867959,0.7350222204995898,1.6347285084642929,1.0
DENR,59.250121875461005,0.7194982978805303,1.7726892480118588,1.0
ARL6IP4,73.35342638639756,0.6893070175002779,1.865420404831662,0.75
CDK2AP1,116.07196041377729,0.7013026955621642,2.064727319580873,1.0
UBC,17.264180798661506,0.702406059364295,1.2371459754997411,1.0
RAN,415.7620610220474,0.6806695691292002,2.618844856711387,0.5
PGAM5,53.21249935862055,0.6743583268608867,1.7260136579505665,0.5
SAP18,132.6533997905504,0.6992035859627674,2.1227183850485,0.75
MRPL57,98.6475451902583,0.6825974318766145,1.9940862824560284,0.5
RPL21,2295.593501730674,0.501944731052664,3.360894986694147,0.25
POMP,309.85921228043674,0.6870017508279443,2.491164412485327,0.75
HMGB1,315.5079712441334,0.6104882578111516,2.499010336079706,0.25
TPT1,191.77254202893033,0.6621672499546238,2.2827864250506087,0.5
ITM2B,12.855988061727729,0.6809073102990021,1.109105460462804,0.5
HNRNPA1L2,223.08892401447937,0.6448603533594526,2.348478008836947,0.25
COMMD6,122.9316398970157,0.714222270452338,2.0896636751094855,1.0
ZIC2,45.25669344605608,0.6804815735293834,1.6556828202640919,0.5
ARGLU1,89.97438643748515,0.6867394939831661,1.9541188937498106,0.75
APEX1,218.86323095944854,0.6892884112450746,2.340172806187833,0.75
HNRNPC,280.56416190731227,0.7034030333553373,2.4480321952742643,1.0
SUPT16H,125.9952610000981,0.7130927217147529,2.100354210512704,1.0
SALL2,75.0589990295529,0.7300268981516286,1.8754027684591532,1.0
MRPL52,207.65040058201572,0.6491288831317702,2.3173327732517777,0.25
PSMB5,845.9360384573969,0.7127929474219854,2.9273375271109643,1.0
ACIN1,22.031541064805417,0.6523683885917188,1.343044876294363,0.25
PSME1,83.08010228149656,0.7053505713261174,1.9194970225316004,1.0
PSME2,168.56366548541737,0.6974546304653814,2.226763966612751,0.75
NEDD8,920.2521564830138,0.7088493480368556,2.963906843828648,1.0
AL121594.1,25.14283912442316,0.7032510022096032,1.4004143165660021,1.0
FKBP3,120.27893777014734,0.6974810390155782,2.0801895840227553,0.75
RPS29,876.8327114311238,0.30507890621502565,2.9429167433859993,0.25
RPL36AL,565.0917448342606,0.6644400955766471,2.7521189629356355,0.5
RTRAF,21.96660623202012,0.7136704524827099,1.3417629650426501,1.0
CHURC1,34.19880515491104,0.6970079614677592,1.534010932848716,0.75
ERH,93.38704348712376,0.6284003734517403,1.9702866264188557,0.25
SRSF5,44.6637243360399,0.6816736697619556,1.6499549343904165,0.5
COX16,23.33751487385202,0.696203076911027,1.3680546077489846,0.75
VRTN,83.80237582037842,0.6765288184335958,1.9232563311726896,0.5
NPC2,120.13253843091016,0.6198391537666192,2.079660653923005,0.25
SLIRP,412.31159170046766,0.5671471844502456,2.6152255446989634,0.25
CALM1,165.97151410225962,0.6707908126876952,2.2200335559328983,0.5
NDUFB1,232.25058845727398,0.6796276632041647,2.3659568230464036,0.5
ITPK1,25.000075358837822,0.6807378339693024,1.3979413177871618,0.5
HSP90AA1,429.61622610417555,0.696003741417824,2.633080675797709,0.75
EIF5,66.64185314960298,0.7287036461526423,1.8237470652513221,1.0
CKB,380.60010159614836,0.7044595260333985,2.580468899880168,1.0
ATP5MPL,215.20634565587284,0.6844002240293006,2.3328550729548474,0.5
SIVA1,878.6874021577644,0.7054103990248733,2.9438343999160135,1.0
SNRPN,810.1463648674992,0.657461978226755,2.908563487658818,0.5
SNURF,40.68747489567312,0.6525533135725562,1.6094607379510015,0.25
AC124312.1,91.43249079765687,0.6733232309063711,1.961100550949603,0.5
TJP1,22.451346181233824,0.7207607128396616,1.3512423863885037,1.0
NOP10,755.6227142403707,0.685265997239512,2.8783050044654983,0.5
GPR176,48.73564391505195,0.7065204655106986,1.6878467085130362,1.0
SRP14,625.0737228164965,0.6565091136367596,2.7959312421828146,0.25
CHP1,71.9782832949724,0.6848082210926504,1.8572014843784186,0.5
RTF1,28.883836870049144,0.6586716866225967,1.4606548835239583,0.5
SERF2,771.8602117517542,0.4273920089496219,2.8875386542710837,0.25
HYPK,19.488021365945972,0.6981270460427667,1.2897677470974525,0.75
DUT,47.49411658764037,0.7018617242242255,1.6766398140085148,1.0
EID1,131.48532605710415,0.7029874828952649,2.1188772876697195,1.0
TPM1,147.36525617022298,0.6703065547455881,2.1683951033862536,0.5
RPS27L,197.15571734032847,0.695709253372122,2.2948093757452956,0.75
PPIB,702.350999700184,0.6922978888426748,2.846554204916646,0.75
OAZ2,146.18353358625615,0.7112309616369848,2.1648984555535953,1.0
RBPMS2,86.36746581904823,0.6655740996825941,1.9363501767825322,0.5
RPL4,481.90710306906897,0.6928747313760176,2.682963327631291,0.75
RPLP1,4955.5081063644875,0.36782985172841515,3.69508819090545,0.25
PKM,244.9020712577942,0.667851470660288,2.3889924581832145,0.5
ARID3B,77.95348346194409,0.6721994016536652,1.8918355270232292,0.5
COX5A,539.3386558742576,0.6710421057099889,2.731861548475158,0.5
IMP3,111.3814690727952,0.6932638218923597,2.0468129417455243,0.75
CRABP1,194.7618006709759,0.6719374898259723,2.2895037811637184,0.5
PSMA4,124.62954805723102,0.6888483980276944,2.0956210201471412,0.75
MORF4L1,180.2374640902869,0.6393463097971612,2.2558450683110767,0.25
RPS17,82.42724844937196,0.3948019712764404,1.9160708026557927,0.25
AC245033.1,440.0278165831136,0.4600813126307722,2.643480131501422,0.25
SEC11A,90.10725323531605,0.6907770149022694,1.9547597511709405,0.75
AEN,105.90869599875614,0.6999694929521392,2.0249316208178136,0.75
MFGE8,66.63324897456738,0.64586646554254,1.8236909895749966,0.25
LRRK1,6.580956225919458,0.5341930219519319,0.8182890020437498,0.25
SNRPA1,118.85906632319265,0.7235685033058749,2.0750323144105134,1.0
POLR3K,152.75949930216098,0.6886951958973193,2.1840082262221956,0.75
SNRNP25,331.75820569710777,0.7125598741278962,2.520821673495483,1.0
MRPL28,164.20205989228617,0.6494515641569749,2.2153786009822154,0.25
NME4,275.75648369240423,0.7135939037716966,2.440525732531013,1.0
METTL26,202.66431063937202,0.6737428161563778,2.3067772757918843,0.5
NME3,148.47641538002088,0.653858198035216,2.1716574739645704,0.25
MRPS34,338.74833918632964,0.685438380499294,2.5298771746308586,0.5
NUBP2,222.44683120897017,0.6287226652984432,2.347226223533106,0.25
NDUFB10,784.2981048902013,0.6900812188891492,2.894481165619905,0.75
RPS2,13303.060013386257,0.434642148386112,4.123951550295817,0.25
NTHL1,254.53926049530406,0.6784032478218814,2.4057547780340514,0.5
MLST8,84.70780377745258,0.6742549537340549,1.9279234219170978,0.5
PGP,126.69325574058102,0.6948700834624306,2.1027534967097368,0.75
RNPS1,131.28215745008865,0.6993772278323466,2.1182057051639394,0.75
CCNF,55.44233562120992,0.7153139540495518,1.7438415175279434,1.0
TEDC2,82.42739741460399,0.6494199741303528,1.9160715875263425,0.25
SRRM2,36.24788043636552,0.6845003136097034,1.559282616653133,0.5
ELOB,1234.9955117582679,0.5393608004992767,3.0916653792781466,0.25
CLDN6,241.24302783665445,0.691138422202625,2.382454770654905,0.75
THOC6,107.86635657185172,0.6985132812430312,2.032886009710122,0.75
ZSCAN10,150.5630093663514,0.6786903488107286,2.177718286596858,0.5
TRAP1,118.04969106299593,0.6520011534184722,2.0720648548640326,0.25
CARHSP1,98.79260092326523,0.67300259956259,1.9947244192988918,0.5
RPS15A,657.3111513010938,0.5444136434980118,2.817771000160256,0.25
NDUFAB1,438.6774190595985,0.6959376094885872,2.6421452796517872,0.75
PLK1,88.4895011965067,0.6932109477105963,1.946891747049267,0.75
EIF3CL,14.3146759730239,0.6242467157494027,1.155781521779874,0.25
TUFM,150.4481375822765,0.7172016758989117,2.1773868159195913,1.0
QPRT,141.7415789441343,0.7314137149637909,2.151497266318156,1.0
ALDOA,26.404726211006157,0.5202973216325661,1.4216816686748945,0.25
PPP4C,154.5254816911921,0.701836673779565,2.1890001060609876,1.0
BOLA2B,82.1761778152747,0.6300595749420261,1.9147459374571452,0.25
DCTPP1,207.58488679076936,0.7086222803262504,2.317195731535295,1.0
